account_age,is_power_user,used_new_feature,total_spend
35,0,1,20.69834389706655
14,1,1,32.38363441841847
17,0,0,1.889358819748387
36,0,0,23.79780275053453
50,0,1,40.76244558225045
40,0,1,33.790158935127245
4,0,0,0.330698370406171
2,0,0,-2.3295066008796064
6,0,0,-4.472337224137862
54,0,0,31.57197597761373
42,0,0,25.34311274243611
4,0,0,4.463877771837571
54,0,1,31.457066647458486
29,1,1,42.81473306287197
18,0,0,8.40259929554629
26,0,0,4.1653905691285225
44,0,1,39.1441330123461
34,0,1,20.241409914623205
10,1,1,31.101918843790465
36,0,0,9.140707297195755
14,1,0,25.982192865633543
31,0,1,24.257322634221996
48,1,1,58.90077059539264
15,0,0,2.7621678601165947
8,1,0,18.573394028731418
14,0,1,17.400850055345234
23,0,1,11.122746640141049
57,0,0,35.15743261574506
40,0,1,23.39180214507136
21,1,1,49.58498673847055
16,0,0,4.03977489377664
45,0,0,15.365596658373207
18,0,0,11.915405084258472
47,0,1,36.12754360367256
53,0,0,29.248750476114164
24,0,1,22.502944137043325
26,0,0,24.19860964999532
25,1,0,25.752451623233004
45,0,1,39.307956951635184
41,0,0,12.455475665276897
29,1,1,52.759477302403745
15,0,0,9.26303192006246
45,0,1,40.29682716238756
1,0,0,4.960641826497595
25,0,1,11.626926961207884
7,0,0,1.8100064917641077
9,1,0,18.233917133449054
24,0,0,19.468829081806607
1,0,0,4.502984315197293
44,1,0,42.757079539355956
8,1,0,21.93758201649469
24,0,1,24.117639230310285
11,0,0,0.7092782286890724
51,0,1,36.90663439974187
17,1,0,27.883665419096506
8,1,1,29.916126798939136
35,0,0,20.9773029173967
35,0,0,26.92905446124416
33,0,0,9.358296212252396
59,1,1,64.2234923185885
5,0,0,-1.536861719860216
42,0,1,33.920085042294026
39,1,1,46.414164830311385
58,0,1,37.50144122688157
41,0,1,29.495972524783703
28,0,1,30.8067166113846
7,0,0,3.039779262516093
9,0,0,2.804113458588141
8,0,0,3.585554040888274
12,0,0,15.480416217759007
34,1,1,49.80043426302151
33,0,1,23.44776898942067
48,0,0,31.49075945945545
55,0,1,38.40281937094001
23,1,1,37.18559390525197
24,1,1,43.968528733489975
37,0,0,17.749162487423625
35,0,1,10.58892818604037
44,0,0,23.653736626001184
40,0,1,24.62315359201045
22,0,1,14.636692491076365
27,1,0,23.784533219346407
35,1,1,48.14095249090661
1,0,0,-0.23765358268364545
35,1,1,52.24541311873764
37,1,1,44.5125706413435
47,0,1,31.0934857370814
14,0,0,16.897836506621896
3,1,0,11.6253881122421
1,0,0,6.579486304371842
5,1,1,28.60104856629583
26,1,1,58.573745013888626
55,0,1,41.11077383188438
14,1,1,33.860106194406086
39,1,1,42.53122021538209
27,0,0,15.546247263601295
9,0,0,-5.049043485141585
15,0,0,10.942582180886099
15,0,0,0.5313508856828832
26,0,0,8.150710686323205
42,0,0,6.986946047857309
13,0,0,7.1506845884985255
51,0,0,26.896959610236046
32,1,1,46.1418424944592
39,1,1,40.88849950186479
49,1,1,61.67321878483706
52,0,0,25.1897608939935
32,1,1,43.39100657626798
4,1,1,36.0161278026226
30,0,0,12.79840464952612
37,0,1,30.706080024656174
23,0,1,17.598659570193757
39,1,1,53.580789469298864
45,0,0,26.452418142408884
15,0,0,5.234089558278534
43,0,0,22.26129511378886
29,0,0,14.375966462361335
36,0,0,17.37452607837748
13,0,1,10.56016796318859
32,0,0,10.763340991273639
7,1,1,31.573613999803506
59,0,1,39.844132351060296
51,0,0,21.082113903636866
22,0,0,11.07222884353324
28,0,0,2.553224392310071
2,0,0,1.0145031244038285
42,0,0,21.38556801450452
45,1,0,46.59364418009787
57,1,1,65.6133541612605
53,1,1,59.921967584384355
6,0,0,11.987089799690391
28,0,1,23.853588719259907
28,1,1,44.23147936430113
44,0,1,36.0334045211665
44,0,0,21.46567917596072
20,0,0,8.345391248760166
30,0,1,31.871081546706364
11,0,0,9.11851016951529
58,1,1,62.298709215190506
55,0,1,33.17864164049485
28,0,0,18.718588696053914
25,1,1,42.91145169918561
39,1,1,44.5517289262003
33,0,0,19.984637322097242
1,0,0,-5.495305913917932
57,1,1,46.461725783266246
27,1,1,34.47451674871574
57,0,1,37.25766895129636
52,1,1,63.70547544688519
13,0,0,8.064023499941621
41,0,0,19.987584320904276
3,0,0,8.095684327210172
39,0,0,22.05125976438042
6,1,1,38.12004127536289
8,0,0,8.861507576347297
27,0,0,11.931354109229854
9,0,0,3.34173755931284
37,0,0,14.332707048559794
33,0,0,20.65375405566443
51,0,0,19.361897139106645
42,0,0,16.570133506508068
44,1,0,41.64992780596544
24,0,0,12.549631399556494
15,0,0,10.433322047126993
59,1,1,59.29181225315116
54,0,1,35.18150504608672
32,0,1,29.615218866967023
32,1,1,50.571526573222556
24,0,0,3.501025336215715
41,0,1,35.84771812251386
52,0,0,24.36590828530091
49,0,0,32.49036623020226
49,1,0,41.24909424036807
58,0,1,34.02745824658025
52,1,1,59.240138554319586
12,1,0,36.654061958086665
39,0,0,11.386237423179445
2,0,0,5.191964859912055
3,0,0,4.3016194216418855
49,0,0,24.336908071359314
37,0,1,38.8666530043602
49,1,1,44.93360495420622
56,1,1,63.56222528837932
17,0,0,13.364315788773936
59,0,1,45.487118310112045
49,1,1,59.853611409795064
2,0,0,2.1768064802607965
2,1,1,29.47462653567408
28,0,0,10.948129782577896
54,0,0,29.93859031077335
23,1,1,41.46879728613856
37,0,0,17.44623004862823
32,1,1,43.23149292518777
33,1,1,44.461845218854634
1,0,0,4.3851248778883605
19,0,0,9.593077317542487
2,1,0,27.046086092675612
53,1,1,49.734620276832096
44,0,0,25.102705348603894
26,1,0,27.959476461290016
32,0,0,22.046007511557196
6,0,0,9.17945154949531
32,1,1,38.94874101146875
55,0,0,23.672121727237382
4,1,0,18.38595181403271
55,0,1,43.81290094580689
11,0,1,12.529595714808561
56,0,1,41.45004379118542
59,0,1,36.194054336719525
17,0,0,13.877251911215204
38,0,0,24.873461874759613
24,0,0,20.349502733184814
5,0,0,1.6427897490997512
52,0,0,26.013943480009335
34,1,1,46.30440262903412
6,0,0,3.1319057443402163
22,0,0,8.871953306325821
11,0,0,10.78528584145096
48,0,0,20.196586567593812
16,0,1,17.277108170276794
33,0,0,17.462965855299657
9,0,0,6.952218812010395
59,1,1,53.545916433085
6,1,1,31.770618087221614
16,0,0,8.110423285737175
29,0,0,18.51136236744619
3,0,0,0.4320618771419278
20,0,0,9.489217618509802
59,0,1,40.18719857856466
36,0,0,23.246027719087415
19,0,0,-0.7578421343295023
26,0,0,13.53024837775966
3,0,0,7.34674364358082
19,0,0,5.364069044394384
20,0,0,6.23569629430823
32,0,1,32.12111205786991
7,0,0,1.7545490124808107
52,0,1,34.401791590085686
41,0,0,21.885929986907072
33,0,1,11.580336292816181
40,0,1,20.907908581988263
39,0,1,32.39752990971183
18,0,0,7.775658080330659
40,0,1,29.198499917263238
1,0,0,-2.7866775785063513
11,0,0,4.125024272782097
28,0,0,19.96016299267145
57,1,1,59.159827783009526
25,0,0,17.79758495186333
50,0,1,34.228065252916814
23,1,0,31.59659688862854
31,1,1,47.12767102940929
30,0,1,27.63279608958648
42,0,1,26.762963462230765
35,0,0,17.370955556906843
7,0,0,0.12324553510454983
16,0,0,15.545076884120164
26,0,0,4.3788857144753255
48,0,1,36.93040245156591
57,1,1,54.63310023528516
52,1,1,50.32532949652223
49,0,1,32.98884981599034
2,0,0,7.4515196802983334
1,0,0,-2.711436075773291
48,1,1,44.97879176180901
12,0,0,1.278224293833481
5,0,0,3.118478475448055
37,0,1,20.416567967942527
32,0,0,19.606140960038367
59,0,0,21.594024043600104
55,1,1,55.08903261132068
9,0,0,8.594936376315001
41,0,0,17.98888950212568
35,0,0,10.784119170630309
19,0,0,9.045866448945453
48,1,0,41.533454824379554
16,1,1,44.058928655758756
3,1,0,25.60989874040397
20,1,0,32.53164536136596
24,0,0,12.107773760800933
54,0,1,35.905873868262105
56,0,0,26.879675486037623
33,1,1,37.951717507012674
24,0,1,22.014734442829706
52,0,1,32.037475645974745
11,1,1,35.07190434538939
49,0,1,34.760808362562976
8,0,0,1.5720123456389463
36,0,0,22.665490603522784
38,0,1,23.625259630722105
40,0,1,27.530138951333072
20,1,1,38.35807345682432
35,0,0,23.277314130930286
48,1,1,54.15530873729836
25,0,0,12.413079267356395
35,0,0,21.852565317777373
25,1,1,39.8896994897577
29,0,0,18.875801833994842
18,0,1,20.988997813498916
46,1,1,59.18750351268963
18,0,0,7.104720021605932
2,0,0,-0.4722414122651437
54,0,0,27.71077485631482
35,0,1,27.195985090795006
16,0,0,11.838356849205583
41,0,0,19.41773084653884
36,1,1,42.698300874709275
33,1,0,43.27266432637685
4,0,0,11.57612252342111
33,0,0,8.6623253565148
14,0,1,19.400911483541776
21,0,0,14.235690938942401
48,0,1,35.21678274028857
20,1,1,47.86941009698171
56,1,1,51.29052260145966
8,0,0,1.181469561201201
7,0,0,4.034062002699141
3,0,0,6.099358377424555
17,0,0,14.536568208078624
33,0,1,20.470576316804213
48,1,1,45.118297827772636
12,0,0,9.897818419280002
59,1,1,60.08282413943059
51,0,0,26.321871289087237
22,0,0,15.019150234054512
55,0,1,33.450295282115896
22,0,0,9.80082856535539
46,0,1,35.618458085201986
30,0,0,10.245915076946545
38,1,1,46.28820892343624
38,0,1,29.52425670360316
45,0,1,35.11770234847872
51,1,1,48.268526002455175
54,1,1,60.33531201555348
8,1,0,26.184055112150336
27,0,1,19.288693811662974
27,1,1,54.746122361004595
34,0,0,12.247280941128746
21,0,0,14.172583728592121
30,0,0,16.387720911328767
33,0,0,14.431989949122373
28,0,0,14.451209894958486
47,0,0,26.16830403054137
33,0,0,30.77341551169409
5,0,0,-4.7427135669792
48,0,1,20.444454068543784
19,1,1,34.44928792581234
4,1,0,21.84937008011569
35,0,0,20.827449066767926
49,1,1,54.982330123161695
17,0,0,7.739042489061808
44,0,0,29.683342077621592
28,0,0,10.045587004554925
30,0,0,23.31259032158312
29,1,0,37.60267044814545
46,0,0,30.498045939902376
53,0,0,21.78540308917126
6,0,0,1.2390146830781472
35,0,0,10.19374987174733
41,1,1,52.00097619386252
37,1,1,50.104662425814695
24,0,0,22.04252867144389
29,1,0,34.90406592303807
49,0,0,16.913653013471016
46,1,1,57.720967397065316
53,0,1,31.93334123747068
31,0,1,19.152497912564215
35,0,1,31.0099002788185
33,0,0,12.660650969988641
52,0,1,33.005495016817584
21,0,1,27.512438970537964
32,0,0,18.56780144055326
23,1,1,44.48507839469137
33,0,1,19.61782823641911
3,0,0,5.027722337310796
18,0,0,7.612856458354674
25,1,0,30.279440023108098
42,0,1,33.04247415228623
31,1,1,45.541575526140676
54,1,1,49.683597002040315
58,0,1,43.76001188155188
3,0,0,6.737727172929915
40,0,0,17.063261898635623
46,0,0,26.044557774515553
24,1,1,46.567503558421215
50,1,1,45.65665372130233
32,0,0,13.423827165055112
47,0,1,22.6130243617112
22,1,1,44.1702186661028
23,0,0,13.732530482908125
2,0,0,-2.2764076703471714
27,0,1,22.74881746252726
42,0,0,19.159362572223415
2,1,0,10.798292828306046
26,0,0,19.50162805121564
17,0,0,9.775874588972988
40,1,1,49.27864796175506
33,0,1,25.811060933493604
9,1,0,28.038653333899326
43,0,1,23.56585020994939
54,0,1,32.62314502356261
48,1,1,55.06483670097312
39,0,0,25.07786432409305
29,0,0,2.4498912855016073
42,0,0,25.980361695594826
55,0,1,33.959912790877524
26,0,1,21.567123465318872
35,1,1,47.669058481156775
50,1,1,49.47580752113575
25,1,1,36.298703663798435
24,0,0,13.037719371781986
13,0,0,15.974225227763458
58,0,1,34.2690359867025
7,1,0,18.72971064763258
57,0,1,32.381313173021724
36,0,0,16.872223536647894
45,1,1,47.586784772999636
20,0,0,5.194421109654929
1,0,0,1.550872587266256
8,1,0,16.77728287145272
46,1,1,61.11154516446296
16,0,0,2.121175658342322
14,0,0,12.657188724843449
12,1,0,35.86490785285045
51,0,1,41.49043981744854
23,0,1,26.868942378145864
15,0,0,11.480802113189664
28,0,0,15.068857737744178
34,0,0,22.89401856463717
2,0,0,-0.3029237690809816
32,0,0,20.326109475362564
23,0,0,17.038902934484884
22,1,0,33.54256170321957
51,1,1,54.15351564692949
25,1,1,44.94064517729614
58,0,0,27.153286269120112
22,0,0,8.280893588493079
58,0,0,32.93835076717703
58,1,1,59.7310112938061
22,0,0,14.878863239275198
49,0,0,25.262938209628135
52,1,1,58.54743713164731
42,0,0,27.99162605355056
6,0,0,2.1894706987129133
15,1,0,25.48212905927408
54,1,1,59.1488791704269
43,0,0,8.605914906196801
37,1,1,52.044329588972076
33,0,0,12.18942135787746
8,1,0,32.37952571680589
53,0,1,40.44874101469236
44,0,1,36.58044236075615
44,0,0,26.698432024548755
5,1,0,20.203994830973734
39,0,0,18.199543545374972
4,0,1,3.5404836443385843
6,0,0,10.472590739584437
45,1,1,46.059089281650834
32,0,0,15.925850207953447
52,0,1,42.12520321692344
30,0,0,22.671225264611365
47,0,0,22.245787255470077
35,0,1,18.969573817880253
55,0,1,38.655363650977684
40,0,0,21.6656767090917
52,0,0,28.119753714662593
16,1,1,36.47220715869569
13,0,0,5.809692725201962
50,0,0,21.529777784925322
42,1,1,51.79357798375134
30,0,0,19.008958170654164
19,1,0,30.816249369815264
17,0,0,8.280188612479646
56,0,1,43.619032108709064
19,0,0,10.782607864992068
28,1,1,44.15501136470388
58,0,0,29.388331114710144
55,0,1,31.448126231326285
26,1,1,37.54965265630254
37,0,1,27.87882877321156
26,0,1,19.31291861042689
53,0,0,26.273777317844733
23,1,1,45.78354157507265
9,0,0,8.02865303841958
12,0,0,7.962752922576233
53,0,1,40.72373999318266
1,0,0,5.651641929206722
58,1,1,63.97084799281966
58,1,1,63.847521166987086
1,1,1,24.505927125450796
47,1,0,34.04429519012202
34,0,0,13.098862086674927
32,0,0,13.716045592755469
54,1,1,61.64299260523456
48,0,1,33.51757137686603
25,0,1,20.100911929843264
40,1,0,40.817668530514105
45,0,1,35.17915508580821
53,1,1,60.378739212132196
1,0,0,-1.5651284785772246
16,0,0,3.2149283503301262
39,0,0,15.607238866083053
5,0,0,3.1006209047278466
22,1,1,35.73866512103001
29,0,1,29.241506552290907
55,0,1,32.28668946846188
3,0,0,-6.287651615981497
12,0,0,6.776767884694813
26,0,0,11.61997192462546
16,1,1,40.35599151069405
51,0,1,33.0046661571768
37,1,1,50.51564777781733
22,1,1,46.03601789271618
57,0,0,25.38326698270089
29,0,0,17.062937056598397
14,1,1,45.97887888304953
28,0,1,27.85661522522134
5,0,0,-1.4661056620765982
47,0,0,25.174286351634876
49,1,1,47.99190026391522
30,1,1,39.211476292263534
46,1,1,60.45877431904897
52,0,0,28.039539400369843
5,0,0,10.19190082089478
12,0,0,8.130752082134173
16,0,0,5.272946901583241
26,0,0,13.215905736760917
26,1,0,34.34065788328593
48,1,1,65.06805601810412
21,0,0,14.015116338536899
39,0,1,25.782757710038744
36,0,1,27.033204389786313
33,0,1,28.863974998847265
30,1,0,29.559672164395334
37,1,1,48.41097779864483
23,0,0,10.475935812164572
58,0,1,41.42898970112231
10,0,0,4.505947436502141
54,0,0,20.009589266942132
5,0,0,2.272637157681076
36,0,1,31.84117777193183
34,0,0,24.22600864221426
52,1,1,60.810545569426125
31,0,1,17.52129318268979
10,0,0,-1.6814256591910652
58,0,0,23.71378593699874
19,0,1,27.02801856839563
58,0,0,31.474938048111706
32,0,0,29.19660625555735
1,0,0,6.922110962049283
56,0,1,38.47695298621259
5,1,1,30.22259954049968
45,0,0,24.370853474081905
4,1,0,26.20552820565553
16,0,1,24.05471214831653
24,0,0,10.554971709725491
16,0,0,18.959936905017642
55,0,1,37.27823559699673
2,1,1,36.91605451472554
49,1,0,46.18363742048943
28,1,1,42.22843051626373
32,1,1,36.18199460435147
27,0,0,7.305707020546359
20,0,1,25.883677696579586
24,0,0,15.761686480247802
12,1,0,28.96326212702867
50,1,1,62.77076621651749
35,0,0,12.603926032628195
33,1,1,44.1398627241965
33,0,0,14.478168572682957
51,0,0,18.806251294487044
43,0,0,17.50418585995856
37,0,0,13.137501149464592
12,1,0,18.150698497091977
3,0,0,-2.98462696022339
1,0,0,0.17088874046330033
33,0,0,25.43550453693325
40,0,0,14.903761836139832
10,0,0,10.367313790720898
43,0,1,32.605911217429984
44,0,1,34.18485213560964
29,0,0,15.223932447657226
13,0,0,-2.7675261505079973
12,1,1,30.741685921818103
31,0,1,28.367897756342842
46,0,1,33.23094947217266
2,0,0,-7.2285178971512725
51,0,0,24.412643267006413
50,0,1,37.96181308979388
35,1,1,41.23086631465364
23,1,1,39.51681273935435
17,1,0,36.09182397119315
26,0,0,15.946582574479532
8,0,0,11.93330431167833
29,1,1,42.61826520706076
26,0,0,18.40842538336721
10,0,0,-0.15786470721928758
26,1,1,47.15162331939303
34,0,0,13.425212508756065
51,0,0,27.78579626887988
41,0,0,23.03852604388696
7,0,0,6.9411667092471045
4,0,0,-3.040458326320884
58,0,0,30.58214893993493
53,0,0,26.625456774459792
50,0,1,41.27210205836233
45,0,1,29.29926276136415
11,1,0,18.969036013865363
29,0,0,6.27337251002842
56,0,0,26.571598879444924
36,0,0,15.865630595791725
25,1,1,40.99688407595842
21,0,0,9.020188257456919
57,0,0,35.47207835062745
36,0,0,17.264924716883073
10,1,0,30.656429833465317
37,0,1,30.421403946640982
9,0,0,-0.06393536495976804
24,0,0,12.042327506766199
35,0,1,35.22763271129562
49,1,1,59.575843096657785
35,1,1,53.51254498528105
48,0,1,36.52412989839522
36,1,1,45.61368072198427
18,0,0,17.20025520074007
49,0,0,27.29743692748072
39,0,0,24.154509849812303
32,0,0,16.542683369779493
24,1,1,36.83306762751444
23,0,1,23.474735374304615
32,0,0,24.46974041179063
37,0,0,22.541268293243792
12,0,0,8.769176641516015
49,0,0,20.20056023631865
55,0,1,45.11521865995652
13,1,1,43.23620134543894
23,0,1,12.588715475737196
25,0,0,17.144577369276284
35,1,1,46.25272093258991
41,1,1,51.9583839970282
30,0,0,10.912030860767448
17,1,1,39.10383855437259
49,0,1,28.99859114326381
20,0,1,15.983800608898143
48,0,0,26.58847638598882
25,1,1,38.7158929528199
22,0,1,23.144557575223146
13,0,0,7.0485992507228685
59,0,1,51.4098406794679
19,1,0,26.266008964171725
49,0,1,32.81890422001219
36,0,0,14.417565417243093
12,0,0,13.148635556972003
41,1,1,51.032364418926115
19,1,1,38.693090522178956
12,0,0,9.851496310172777
9,0,0,0.1492019212029465
7,1,1,26.789174058923777
28,0,0,15.425745166191327
14,1,1,37.81063046574748
31,1,1,41.81761878465266
52,0,0,27.77805301498006
19,0,0,18.74931098693371
58,0,1,41.23821820098562
47,0,0,13.588975572947929
16,0,0,15.08553603076015
53,0,0,36.446787103063
5,0,0,5.145666626296665
35,0,0,18.356599100789175
12,0,0,-1.7373647520294249
25,0,1,18.17224031762699
52,1,1,54.465314352152184
59,0,0,25.82779453414812
21,1,0,27.95296344579556
36,0,1,28.617525535720905
53,0,1,33.077288344010405
23,1,1,49.09729039919595
16,0,0,8.372194850216728
57,0,1,41.022688548829024
39,0,1,32.046502095840765
45,0,1,34.413235338488434
53,0,0,26.73726558040324
42,0,0,25.99735100799057
58,0,1,45.04587798734883
39,0,0,9.183846990215304
14,0,0,-0.18573361809570965
31,0,0,12.786013753439653
58,0,1,33.422110589433984
5,0,0,-1.175317902514044
35,1,0,35.23585373840174
23,0,0,10.215460468653967
29,0,1,17.044243762977274
43,0,1,29.428814899082724
11,1,0,32.61337965786655
18,0,0,7.743016647934105
47,1,1,56.45989131848189
12,0,0,5.663471574841548
9,0,0,5.0744187321262935
10,1,0,24.422468445781654
58,0,1,42.714961716542895
44,0,0,17.895579538499746
17,1,1,39.35524426037971
38,1,1,46.11512028180536
7,0,0,6.851009304600339
46,0,0,17.460179625592247
13,1,1,39.75275907698402
40,0,0,21.04277651044028
42,1,1,44.676464779601886
9,0,0,13.230599407238275
50,0,1,37.789197510093615
27,1,1,38.07164534143001
58,0,1,39.783731132836955
2,0,0,-7.196639586690516
5,0,0,-6.072212377691313
29,0,0,20.48124218124938
37,0,1,22.49953555786166
38,1,1,52.9366915021925
19,0,0,15.336280813282633
8,0,0,-0.9201352336292672
48,1,1,64.39988128397576
45,0,0,22.96360491662138
1,0,0,0.7417890182788478
22,0,1,16.008918740726532
52,1,1,51.09930642493727
17,0,0,-2.469765106699363
7,0,1,9.615730302492848
25,0,1,28.33131245362474
45,0,1,27.408897142397386
4,0,0,-2.6562120366331055
36,0,0,11.568859555845034
6,0,0,-3.8063203780977215
31,1,1,49.93787682956694
19,0,0,3.425742232824211
44,0,1,31.341286796513415
54,0,0,25.223550999919954
39,0,1,34.28308751423087
27,0,1,19.31853434634047
10,0,0,2.8453242149998506
26,0,0,7.537884354506216
19,1,0,26.298822621919978
39,0,1,24.993184814752574
3,0,1,10.77645236196011
45,0,0,30.504304061657283
13,0,0,5.482378920642348
50,0,1,40.87369928516755
28,0,0,18.72504450520211
58,0,0,28.786978991900003
20,1,1,44.80770091949621
28,0,0,15.153359413235957
8,0,0,-3.1442495986250822
41,0,0,20.30559182196585
39,0,1,30.529770509210508
1,0,0,9.314841971015577
3,1,0,16.841704286003647
13,0,0,8.78912527897555
28,1,0,27.84603299605166
57,1,1,66.21457968542553
49,0,1,40.618549966063256
25,0,0,6.50538329020122
56,0,0,36.70574561648471
33,0,0,21.88544767129533
38,1,1,55.326028458239286
53,0,1,44.34946691537846
6,1,1,38.630844545696924
58,0,1,37.31857816250502
44,1,0,49.51159534287238
45,1,1,48.03373548204815
32,0,0,12.123105592349932
45,0,1,30.22327916793163
47,0,1,35.16792365598665
21,1,1,35.9107328699222
16,1,0,22.011175088335033
54,1,1,52.41967308382506
21,0,0,8.684119529047932
11,0,0,5.852431117182881
37,1,1,44.693942509240536
36,0,0,11.942531739600193
35,1,0,39.44906306242138
19,0,0,18.524933623700854
20,0,0,7.92673336100578
57,0,0,32.95974441750467
18,0,0,9.010526256865862
47,0,1,36.686612488552576
41,0,1,34.57653904882801
49,0,1,34.52429843771804
14,0,0,2.0835694757847953
15,0,0,1.3481827970066593
31,1,0,41.25062677403127
1,1,1,33.6527806675144
53,1,1,61.398480519704904
54,1,1,60.381565231581675
54,0,0,32.36093005476449
3,0,0,2.609765393844275
16,0,0,0.4031681404208669
23,1,0,32.90638914330912
57,0,0,37.46620856996094
11,0,0,7.255858889782456
12,1,0,19.852358751355453
10,0,0,8.67388200987671
32,0,0,26.838945431628243
16,0,0,5.2086426379741395
8,0,0,5.630105797913015
38,0,0,21.376795041163543
12,0,0,7.018061021961121
24,0,0,15.988546508637965
28,0,0,11.97412619238279
53,1,1,59.63388887837611
8,1,1,39.837247903085
58,0,0,27.820992779565778
28,1,1,48.02779697204315
36,0,0,16.10734854683811
26,0,0,6.115333148553057
8,0,0,-2.8987600060771372
58,0,1,41.30596960540754
50,0,0,15.61918689609753
28,0,0,14.463579078638588
28,0,1,20.046517495430464
37,1,0,27.530347772212735
41,0,0,23.91225847709192
36,0,0,10.984015682946488
27,0,1,35.04316111899162
54,0,1,45.185945976605794
17,0,0,8.167704748794437
9,0,0,-5.547799693260636
33,0,1,27.979192157475907
53,1,1,65.6726687132736
20,0,0,15.308338991319523
13,1,1,42.12523459836049
28,0,0,21.717566006913138
48,0,1,27.732585172775458
29,0,0,19.932304407767333
13,0,0,16.205097928166573
46,0,0,19.90126537231489
35,0,1,25.489672937209537
6,1,1,40.76513138394646
18,1,1,45.97354994106796
51,0,1,31.14991388305722
5,0,0,-3.970284397426865
47,0,1,32.92881558201025
25,0,0,5.133642801868541
2,1,0,16.705175557974453
10,1,1,31.583839456960426
56,1,1,63.61814279046537
30,0,1,31.973003352476837
50,0,0,30.64037789183299
59,0,1,35.38034098279574
45,1,1,52.071773581772696
5,0,0,0.2390386769893862
55,0,1,38.566345329713066
56,0,0,31.757867527744633
33,1,1,44.11779590911547
54,0,1,31.926779554469185
1,0,0,8.36806166690435
18,1,1,44.368174081242486
32,1,1,47.69780758587588
47,0,0,18.181838732369375
49,0,1,38.83283392927225
11,1,0,24.65277000689261
21,1,1,29.396554507884076
26,0,0,10.368542649727083
25,0,0,14.79209097757507
22,0,1,19.91924135493969
59,1,1,62.0469661624199
27,0,1,25.832589262609893
49,0,0,19.0334092902448
13,0,0,9.920269503699993
33,1,1,50.376270290647824
34,0,0,16.84745270429634
41,0,0,20.57422784387706
35,0,1,27.550359401909333
1,0,0,8.063649854336056
21,0,0,12.412910624290085
48,1,1,54.62483094977472
55,0,0,29.85081494386556
6,1,1,35.244611169322084
28,0,0,13.505726803666152
17,0,0,1.8238748585513456
5,0,0,3.0435763435973184
31,0,0,18.453884738939482
5,0,0,3.953340031109518
38,1,1,46.508508437463846
3,1,1,30.522810168595946
53,0,0,31.46469093741277
23,1,1,33.07181640742042
37,0,0,14.781261696466023
53,1,1,57.158977467995875
37,0,0,23.698198073522597
10,0,0,14.07392541405298
10,1,1,39.44753196412729
19,0,0,6.536156716565493
17,0,0,-0.3089818636589605
21,0,0,19.83979486010007
14,0,1,12.791961256878448
9,1,0,25.22974978578576
46,0,1,32.41545175495746
1,1,0,20.154529330412146
51,0,1,29.669353908041433
45,0,1,41.4804256089379
13,1,1,32.125688046626905
4,0,0,2.7932830566413074
1,1,0,18.27429043210728
49,0,1,37.56844179223713
40,0,0,18.95388558091143
32,0,0,14.434238405735364
34,0,0,22.43590395537497
28,0,0,12.382830329889806
31,1,1,52.554757405693394
8,0,0,-2.1671678143769526
39,0,0,18.253075145706504
26,0,0,8.701479904691245
58,0,1,39.15401994679951
34,0,0,10.133558387661726
54,1,1,60.09768104392991
54,1,0,50.595781067332254
3,1,1,39.031006611536355
59,1,1,63.73705246362289
50,0,1,39.18043683389118
12,1,0,29.403612107013046
